"crosswalk_id","canonical_locality_id","canonical_code","pcode","governorate_id","district_or_equivalent_id","municipality_id","current_name_en","candidate_name_ar","normalized_name_ar","source_id","source_record_id","source_name_en","source_name_ar","source_governorate","source_district","match_method","match_keys","confidence","review_status","conflict_status","reviewed_by","reviewed_at","notes"
"LB-XW-47F75410FB1E","LB-LOC-510296713BDE","LB-LOC-510296713BDE","","LB-GOV-AKK","LB-DIST-BF0E8E432529","","Wadi_el-Hour","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-082C3FA6894D","LB-LOC-B66B5BBF66B2","LB-LOC-B66B5BBF66B2","","LB-GOV-AKK","LB-DIST-BF0E8E432529","","Wasta","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4B14BF3C46FB","LB-LOC-633840720CAE","LB-LOC-633840720CAE","","LB-GOV-AKK","LB-DIST-BF0E8E432529","","Zouq_Bhanine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4FF6C9AD21A9","LB-LOC-C32B9AAA21E7","LB-LOC-C32B9AAA21E7","","LB-GOV-AKK","LB-DIST-BF0E8E432529","","Zouq_el-Hosniye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-373D27549513","LB-LOC-BAD392B148DE","LB-LOC-BAD392B148DE","","LB-GOV-AKK","LB-DIST-BF0E8E432529","","Zouq_el-Jomaa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-9A92979A5587","LB-LOC-7D1E2FE77186","LB-LOC-7D1E2FE77186","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Aalmat-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-7A243EBE2BE1","LB-LOC-BF5236F9570F","LB-LOC-BF5236F9570F","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Aaqoura-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-9205F9EEECE5","LB-LOC-BB3C493ED391","LB-LOC-BB3C493ED391","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Abrine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-7610D79487F4","LB-LOC-26B2CC945A62","LB-LOC-26B2CC945A62","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Ain_el-Ghouaybeh-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E912C47CA7EE","LB-LOC-5585D40ECDD3","LB-LOC-5585D40ECDD3","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Batroun","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-F946149DDEA2","LB-LOC-6503FE0A12EE","LB-LOC-6503FE0A12EE","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Batroun_el-Balad","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-BAD04AE91ED5","LB-LOC-803B7E6E2C0A","LB-LOC-803B7E6E2C0A","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Bchaaleh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E231DBD1E00C","LB-LOC-94B4BFD52506","LB-LOC-94B4BFD52506","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Bchtoudar","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-7D9AE199EE0E","LB-LOC-8ABCDA212641","LB-LOC-8ABCDA212641","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Beit_Chlela","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C77F3CA39B23","LB-LOC-CACF77D152D9","LB-LOC-CACF77D152D9","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Bijjeh-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-60331B745BD6","LB-LOC-E76A62380CC7","LB-LOC-E76A62380CC7","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Bjaj","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-202B38C5EE20","LB-LOC-CC7C47D584F0","LB-LOC-CC7C47D584F0","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Bjdarfel","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-D35C075E311F","LB-LOC-F82DCF154CA4","LB-LOC-F82DCF154CA4","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Btablat","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-88AF9267DDB5","LB-LOC-C5A34CB888B7","LB-LOC-C5A34CB888B7","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Btedii","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-6C5178308CC8","LB-LOC-28A8E7066DD1","LB-LOC-28A8E7066DD1","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Bthnayel","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-7845A69C854A","LB-LOC-4722B019DF4E","LB-LOC-4722B019DF4E","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Btroumine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-B5C80AF9AD74","LB-LOC-24C64D00E348","LB-LOC-24C64D00E348","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Chatine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C254CA4642ED","LB-LOC-0912C410B726","LB-LOC-0912C410B726","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Chikhan","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-FF19372D90CB","LB-LOC-EB7F9134280A","LB-LOC-EB7F9134280A","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Deir_el-Ballout","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-69419F687222","LB-LOC-191DED7EE627","LB-LOC-191DED7EE627","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Douma","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-443E26D27F3B","LB-LOC-20EB6A766D66","LB-LOC-20EB6A766D66","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Douma_el-Fawqa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-ABE64989606F","LB-LOC-A37AECF7057F","LB-LOC-A37AECF7057F","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Eddeh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-BB21E398A85D","LB-LOC-055C0FBC6471","LB-LOC-055C0FBC6471","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Fghal","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E46CCE791BC9","LB-LOC-95CE13F6BDB8","LB-LOC-95CE13F6BDB8","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Habil","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-346C97F3CD18","LB-LOC-F912703D20C7","LB-LOC-F912703D20C7","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Halba-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-202780E83A85","LB-LOC-A129940E5CC1","LB-LOC-A129940E5CC1","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Hamat","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-7763701BD67D","LB-LOC-F69982B7E606","LB-LOC-F69982B7E606","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Hardine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-31F92587AFFD","LB-LOC-014CFD8CEA1A","LB-LOC-014CFD8CEA1A","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Hardine-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-EF93C50E2903","LB-LOC-9C28088D8969","LB-LOC-9C28088D8969","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Hawqa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-7E2FC30E24DB","LB-LOC-0E32C8A307A0","LB-LOC-0E32C8A307A0","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Iden","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C8C07331873E","LB-LOC-ADB5D4B39DE8","LB-LOC-ADB5D4B39DE8","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Jrane-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E6E18F1F3568","LB-LOC-82165709EA26","LB-LOC-82165709EA26","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Kfar_Abida-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-B123FE49FB1C","LB-LOC-1D9F06680A51","LB-LOC-1D9F06680A51","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Kfar_Chlimane","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C6A13074968E","LB-LOC-7CD7BE21D579","LB-LOC-7CD7BE21D579","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Kfar_Halda-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-0B64A0ECFCFF","LB-LOC-06E22DD03AEA","LB-LOC-06E22DD03AEA","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Kfar_Hay-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-DD8F21AC79A0","LB-LOC-E0C61C385583","LB-LOC-E0C61C385583","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Kfar_Hlawa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-BB35C127C57F","LB-LOC-CE1BABE64309","LB-LOC-CE1BABE64309","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Kfifane-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-5E80C4F82B9E","LB-LOC-613D1A74DDAA","LB-LOC-613D1A74DDAA","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Kfour_el-Arabi","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-8A79A92E25CB","LB-LOC-C2B6681FC5A2","LB-LOC-C2B6681FC5A2","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Mghayreh-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-A7A824B44C05","LB-LOC-700CFD1070E7","LB-LOC-700CFD1070E7","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Mouhammara-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4A38A0A305FD","LB-LOC-93B1253D042E","LB-LOC-93B1253D042E","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Mseilha","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-DB879B44BBD1","LB-LOC-64C035EAA741","LB-LOC-64C035EAA741","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Nbaa-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4C1909D07476","LB-LOC-ED5B1FAAC906","LB-LOC-ED5B1FAAC906","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Qaytouleh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E78041C54AD8","LB-LOC-7F5B562255E0","LB-LOC-7F5B562255E0","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Rachkida","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-6535BBDF8108","LB-LOC-47C8E7996010","LB-LOC-47C8E7996010","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Ras_Nhach-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-2049CDAB3B45","LB-LOC-DE0A32411E6F","LB-LOC-DE0A32411E6F","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Salaa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-9D34BA5A6D23","LB-LOC-78B99565FCF6","LB-LOC-78B99565FCF6","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Samanda","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-830D2E4A706A","LB-LOC-10FE39373799","LB-LOC-10FE39373799","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Saydet_en-Najat","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-1D92E08A550A","LB-LOC-727D0F5D0B76","LB-LOC-727D0F5D0B76","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Sourat-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E697C90B6586","LB-LOC-565C557D4FA3","LB-LOC-565C557D4FA3","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Tahom","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-6157CCD7307A","LB-LOC-822A46FEA480","LB-LOC-822A46FEA480","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Tannourine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-B114B929F15F","LB-LOC-F73268E85530","LB-LOC-F73268E85530","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Tannourine_el-Fawqa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-24AFE41181D1","LB-LOC-40718AAA82D4","LB-LOC-40718AAA82D4","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Tannourine_et-Tahta","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-8E2FDC81FC0E","LB-LOC-CA980F4AC6CE","LB-LOC-CA980F4AC6CE","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Twaleh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-D188B58F8368","LB-LOC-3B9FCBAAF9FB","LB-LOC-3B9FCBAAF9FB","","LB-GOV-NLB","LB-DIST-A3F7F98AD99A","","Wata_Houb-BT","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-54A0345D519A","LB-LOC-DCED4F215FED","LB-LOC-DCED4F215FED","","LB-GOV-NLB","LB-DIST-510442BCD398","","Abdine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-230D20DA39D6","LB-LOC-7AC3DC0F96F8","LB-LOC-7AC3DC0F96F8","","LB-GOV-NLB","LB-DIST-510442BCD398","","Achach-BS","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-BD5900E49E52","LB-LOC-9B2FCA7E9C8B","LB-LOC-9B2FCA7E9C8B","","LB-GOV-NLB","LB-DIST-510442BCD398","","Ain_Aata-BS","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-F638FB5993F4","LB-LOC-CF9D55ACE9DF","LB-LOC-CF9D55ACE9DF","","LB-GOV-NLB","LB-DIST-510442BCD398","","Ain_et-Tineh-BS","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-5231A26E9FCF","LB-LOC-245CEC1B7EE3","LB-LOC-245CEC1B7EE3","","LB-GOV-NLB","LB-DIST-510442BCD398","","Bane-BS","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-D70F7CD99E5C","LB-LOC-2368651F9ED9","LB-LOC-2368651F9ED9","","LB-GOV-NLB","LB-DIST-510442BCD398","","Beit_Mounzer","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-56FA85E1FB60","LB-LOC-C19473E9163C","LB-LOC-C19473E9163C","","LB-GOV-NLB","LB-DIST-510442BCD398","","Beit_Qasab","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-5F8181F91407","LB-LOC-4E16791675F2","LB-LOC-4E16791675F2","","LB-GOV-NLB","LB-DIST-510442BCD398","","Blouza","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-2B2E0EA89C2B","LB-LOC-24D44D71D0E0","LB-LOC-24D44D71D0E0","","LB-GOV-NLB","LB-DIST-510442BCD398","","Blouza_ech-Chamaliye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4195C7D974C8","LB-LOC-3440DC5E8DF9","LB-LOC-3440DC5E8DF9","","LB-GOV-NLB","LB-DIST-510442BCD398","","Bqaa_Kafra_Cedars","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-897867780066","LB-LOC-E22F56ABAAA8","LB-LOC-E22F56ABAAA8","","LB-GOV-NLB","LB-DIST-510442BCD398","","Brihlioun","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-201B13842045","LB-LOC-FFFC8D597A8F","LB-LOC-FFFC8D597A8F","","LB-GOV-NLB","LB-DIST-510442BCD398","","Bsharri","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-11859A92CD62","LB-LOC-01732CB3EEC9","LB-LOC-01732CB3EEC9","","LB-GOV-NLB","LB-DIST-510442BCD398","","Bsharri_el-Aala","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-38E445CF52FC","LB-LOC-EDA19EA18A68","LB-LOC-EDA19EA18A68","","LB-GOV-NLB","LB-DIST-510442BCD398","","Bsharri_el-Gharbiye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-754EC56C7C15","LB-LOC-597269700C8E","LB-LOC-597269700C8E","","LB-GOV-NLB","LB-DIST-510442BCD398","","Bzaoun-BS","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-F306440D6562","LB-LOC-8A5857947D85","LB-LOC-8A5857947D85","","LB-GOV-NLB","LB-DIST-510442BCD398","","Deir_Mar_Semaan","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-66DE61E1BB28","LB-LOC-C4B5496FEBA7","LB-LOC-C4B5496FEBA7","","LB-GOV-NLB","LB-DIST-510442BCD398","","Dimane","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-050F80DBE76F","LB-LOC-2E4E9AABB9B6","LB-LOC-2E4E9AABB9B6","","LB-GOV-NLB","LB-DIST-510442BCD398","","Hadath_el-Jubbe","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-D2B15F0ED8E9","LB-LOC-0F07926E2048","LB-LOC-0F07926E2048","","LB-GOV-NLB","LB-DIST-510442BCD398","","Hadath_el-Jubbe_el-Aalya","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-26270B3D7251","LB-LOC-95BFF279CE49","LB-LOC-95BFF279CE49","","LB-GOV-NLB","LB-DIST-510442BCD398","","Hadchit","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-5CAAFC428A50","LB-LOC-76654BB78F48","LB-LOC-76654BB78F48","","LB-GOV-NLB","LB-DIST-510442BCD398","","Hasroun","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-AF109A6E2B7B","LB-LOC-C17AEDF7A438","LB-LOC-C17AEDF7A438","","LB-GOV-NLB","LB-DIST-510442BCD398","","Hasroun_el-Fawqa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-2CB8945FA89C","LB-LOC-644E4E06E95A","LB-LOC-644E4E06E95A","","LB-GOV-NLB","LB-DIST-510442BCD398","","Mazraat_Bsharri","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-928076C12169","LB-LOC-6206266F8791","LB-LOC-6206266F8791","","LB-GOV-NLB","LB-DIST-510442BCD398","","Mazraat_el-Arz","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-16EA4A275ED3","LB-LOC-9F1EF3DB32C6","LB-LOC-9F1EF3DB32C6","","LB-GOV-NLB","LB-DIST-510442BCD398","","Qarhaq","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-671143B721EF","LB-LOC-050F24F59591","LB-LOC-050F24F59591","","LB-GOV-NLB","LB-DIST-510442BCD398","","Qnat","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-D7ECF4D9E151","LB-LOC-6BC10C22BB51","LB-LOC-6BC10C22BB51","","LB-GOV-NLB","LB-DIST-510442BCD398","","Taran-BS","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-37B679F815C2","LB-LOC-067C750BFE11","LB-LOC-067C750BFE11","","LB-GOV-NLB","LB-DIST-510442BCD398","","The_Cedars","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-EF5E3D580796","LB-LOC-9AEB1AC2DEAA","LB-LOC-9AEB1AC2DEAA","","LB-GOV-NLB","LB-DIST-510442BCD398","","Tourza-BS","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-B2A01E2E2B3B","LB-LOC-49E05034D9EC","LB-LOC-49E05034D9EC","","LB-GOV-NLB","LB-DIST-510442BCD398","","Wadi_Qadisha","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C8E32B51D0D9","LB-LOC-1E6831EA640F","LB-LOC-1E6831EA640F","","LB-GOV-NLB","LB-DIST-60A64BA694F5","","Aaba","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-288D95F4D00F","LB-LOC-5EBF39D1F679","LB-LOC-5EBF39D1F679","","LB-GOV-NLB","LB-DIST-60A64BA694F5","","Abou_Halqa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-09236EF91CA2","LB-LOC-AB8516D99159","LB-LOC-AB8516D99159","","LB-GOV-NLB","LB-DIST-60A64BA694F5","","Afsdiq","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-67C693D14CBB","LB-LOC-50F46A8AB8F2","LB-LOC-50F46A8AB8F2","","LB-GOV-NLB","LB-DIST-60A64BA694F5","","Amioun","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
