"MUHAFAZA","CAZA","VILLAGE_NAME","VILLAGE_NAME_AR","VILLAGE_CODE","ADM3_PCODE","AREA_SQKM","CENTER_LAT","CENTER_LON","DWG_PATH","SOURCE_CRS","NOTES"
"Bekaa","West Bekaa","Qaraaoun","القرعون","LB_Beka_West_Qaraaoun","52237","25.57983605","33.56542969","35.73045037","","22700",""
"Bekaa","West Bekaa","Qelaya","قلايا","LB_Beka_West_Qelaya","52291","5.57086712","33.43774814","35.6586375","","22700",""
"Bekaa","West Bekaa","Raouda (Istabel)","روضة إسطبل","LB_Beka_West_Raouda__Ista","52295","5.69970451","33.7444292","35.89334449","","22700",""
"Bekaa","West Bekaa","Saghbine","صغبين","LB_Beka_West_Saghbine","52136","14.6466762","33.61110924","35.69818752","","22700",""
"Bekaa","West Bekaa","Sohmor","سحمر","LB_Beka_West_Sohmor","52267","11.40903886","33.50864385","35.69465514","","22700",""
"Bekaa","West Bekaa","Soltan Yacoub el Aradi","سلطان يعقوب أراضي","LB_Beka_West_Soltan_Yacou","52241","1.70363714","33.67259468","35.86853328","","22700",""
"Bekaa","West Bekaa","Souairi","صويري","LB_Beka_West_Souairi","52264","14.09761352","33.68565653","35.91521832","","22700",""
"Bekaa","West Bekaa","Soultan Yaacoub Faouqa","سلطان يعقوب الفوقا","LB_Beka_West_Soultan_Yaac","52231","11.64820409","33.65579151","35.85089537","","22700",""
"Bekaa","West Bekaa","Tall Znoub","تل زنوب","LB_Beka_West_Tall_Znoub","52221","7.79376677","33.65903613","35.77719977","","22700",""
"Bekaa","West Bekaa","Yohmor BG","يحمر بقاع الغربي","LB_Beka_West_Yohmor_BG","52281","8.98087967","33.48057392","35.67666799","","22700",""
"Bekaa","West Bekaa","Zilaya","زلايا","LB_Beka_West_Zilaya","52284","2.71382633","33.45704105","35.67205482","","22700",""
"Bekaa","Zahle","Aain Kfar Zabad","عين كفر زبد","LB_Beka_Zahl_Aain_Kfar_Za","51377","4.97439297","33.78997111","36.01117394","","22700",""
"Bekaa","Zahle","Aali En-Nahri","علي النهري","LB_Beka_Zahl_Aali_En_Nahr","51323","4.19588217","33.86185688","36.03175462","","22700",""
"Bekaa","Zahle","Aanjar (Haouch Moussa)","عنجر","LB_Beka_Zahl_Aanjar__Haou","51281","16.21562617","33.74099824","35.93406454","","22700",""
"Bekaa","Zahle","Ablah","ابلح","LB_Beka_Zahl_Ablah","51163","5.98508482","33.86362288","35.97205493","","22700",""
"Bekaa","Zahle","Barr Elias","بر الياس","LB_Beka_Zahl_Barr_Elias","51267","24.18296559","33.78001349","35.93172132","","22700",""
"Bekaa","Zahle","Bouarej","بوارج","LB_Beka_Zahl_Bouarej","51244","3.46790712","33.81684784","35.81288473","","22700",""
"Bekaa","Zahle","Chebrqiyet Tabet","شبرقية تابت","LB_Beka_Zahl_Chebrqiyet_T","51247","1.00698861","33.77958424","35.86716437","","22700",""
"Bekaa","Zahle","Chtaura","شتورا","LB_Beka_Zahl_Chtaura","51211","1.53309657","33.81558892","35.85692578","","22700",""
"Bekaa","Zahle","Dalhamiyet Zahleh","دلهميه","LB_Beka_Zahl_Dalhamiyet_Z","51383","5.23471844","33.8159725","35.95838014","","22700",""
"Bekaa","Zahle","Deir El-Ghazal","دير الغزال","LB_Beka_Zahl_Deir_El_Ghaz","51347","6.95476443","33.82404986","36.04562763","","22700",""
"Bekaa","Zahle","Fourzol","فرزل","LB_Beka_Zahl_Fourzol","51139","16.95208835","33.86430866","35.94608588","","22700",""
"Bekaa","Zahle","Haouch El-Aamara","تل العمارة","LB_Beka_Zahl_Haouch_El_Aa","51335","0.95017384","33.85691681","35.98850531","","22700",""
"Bekaa","Zahle","Haouch El-Ghanam","حوش الغنم","LB_Beka_Zahl_Haouch_El_Gh","51329","2.7603155","33.87430902","36.02650908","","22700",""
"Bekaa","Zahle","Haouch Es-Siyadeh","حوش الصيادي","LB_Beka_Zahl_Haouch_Es_Si","51251","1.40134412","33.7674649","35.82389112","","22700",""
"Bekaa","Zahle","Haouch Hala","حوش حالا","LB_Beka_Zahl_Haouch_Hala","51317","5.71851795","33.84733242","35.99231503","","22700",""
"Bekaa","Zahle","Haouch Mandara","حوش مندره","LB_Beka_Zahl_Haouch_Manda","51237","3.98891365","33.77671564","35.86094282","","22700",""
"Bekaa","Zahle","Haouch Qayssar","قيصر","LB_Beka_Zahl_Haouch_Qayss","51264","1.30495781","33.7615358","35.81422825","","22700",""
"Bekaa","Zahle","Hazerta","حزرتا","LB_Beka_Zahl_Hazerta","51157","6.66280476","33.875389","35.86691585","","22700",""
"Bekaa","Zahle","Hoshmosh","حشمش","LB_Beka_Zahl_Hoshmosh","51341","7.06913093","33.82903513","36.01408329","","22700",""
"Bekaa","Zahle","Jdita","جديتا","LB_Beka_Zahl_Jdita","51224","6.18816238","33.81335729","35.84616393","","22700",""
"Bekaa","Zahle","Kfarzabad","كفر زبد","LB_Beka_Zahl_Kfarzabad","51389","24.64441727","33.76472315","35.98284372","","22700",""
"Bekaa","Zahle","Ksara","كسارة","LB_Beka_Zahl_Ksara","51184","0.22126384","33.82626808","35.89201022","","22700",""
"Bekaa","Zahle","Majdel Aanjar","مجدل عنجر","LB_Beka_Zahl_Majdel_Aanja","51284","25.32321709","33.70979827","35.91398783","","22700",""
"Bekaa","Zahle","Makseh","مكسة","LB_Beka_Zahl_Makseh","51217","4.45671988","33.79943002","35.8429013","","22700",""
"Bekaa","Zahle","Massa","مسا","LB_Beka_Zahl_Massa","51371","7.02604031","33.84419719","36.06681689","","22700",""
"Bekaa","Zahle","Mazraat Er-Remtaniyeh","الرمطانية","LB_Beka_Zahl_Mazraat_Er_R","51185","9.23336017","33.83624527","35.81743781","","22700",""
"Bekaa","Zahle","Mrayjat Zahleh","مريجات","LB_Beka_Zahl_Mrayjat_Zahl","51241","4.71554307","33.81099602","35.79845813","","22700",""
"Bekaa","Zahle","Mzaraat Zahleh","مزرعة زحلة","LB_Beka_Zahl_Mzaraat_Zahl","51271","0.8947808","33.76743881","35.80612111","","22700",""
"Bekaa","Zahle","Nabi Ayla","نبي ايلا","LB_Beka_Zahl_Nabi_Ayla","51151","4.15202938","33.86944666","35.98729351","","22700",""
"Bekaa","Zahle","Nasriyet Rizk","ناصرية رزق","LB_Beka_Zahl_Nasriyet_Riz","51354","7.24050683","33.85730008","36.07752026","","22700",""
"Bekaa","Zahle","Nasriyet Zahleh","ناصرية زحلة","LB_Beka_Zahl_Nasriyet_Zah","51287","1.7129686","33.75317501","35.85008336","","22700",""
"Bekaa","Zahle","Niha Zahleh","نيحا زحلة","LB_Beka_Zahl_Niha_Zahleh","51177","9.70537464","33.8953696","35.9642923","","22700",""
"Bekaa","Zahle","Ouadi Ed-Delm","وادي الدلم","LB_Beka_Zahl_Ouadi_Ed_Del","51257","6.42483622","33.80105405","35.78566356","","22700",""
"Bekaa","Zahle","Ouadi El-Aarayech","وادي العرايش","LB_Beka_Zahl_Ouadi_El_Aar","51189","6.55088948","33.87279258","35.90879997","","22700",""
"Bekaa","Zahle","Qaa Er-Rim","قاع الريم","LB_Beka_Zahl_Qaa_Er_Rim","51173","29.96099961","33.901626","35.89826886","","22700",""
"Bekaa","Zahle","Qabb Elias","قب الياس","LB_Beka_Zahl_Qabb_Elias","51234","13.0343016","33.77783607","35.83762321","","22700",""
"Bekaa","Zahle","Qoussaya","قوسايا","LB_Beka_Zahl_Qoussaya","51353","18.07654322","33.80082853","36.03467765","","22700",""
"Bekaa","Zahle","Raait","رعيت","LB_Beka_Zahl_Raait","51359","5.30679298","33.83889626","36.04099099","","22700",""
"Bekaa","Zahle","Riyaq","رياق","LB_Beka_Zahl_Riyaq","51311","3.32030806","33.85240828","36.01890248","","22700",""
"Bekaa","Zahle","Saadnayel","سعدنايل","LB_Beka_Zahl_Saadnayel","51231","5.46756984","33.81698434","35.88540492","","22700",""
"Bekaa","Zahle","Taalbaya","تعلبايا","LB_Beka_Zahl_Taalbaya","51221","5.03884748","33.81090657","35.872026","","22700",""
"Bekaa","Zahle","Taanayel","تعنايل","LB_Beka_Zahl_Taanayel","51227","5.98852912","33.78874337","35.8784204","","22700",""
"Bekaa","Zahle","Tcheflik Eddé Haouch","تشفلك اده حوش","LB_Beka_Zahl_Tcheflik_Edd","51274","2.8100782","33.75592324","35.80496779","","22700",""
"Bekaa","Zahle","Tcheflik Qiqano","تشفلك قيقانو","LB_Beka_Zahl_Tcheflik_Qiq","51261","1.98085556","33.75589252","35.82880911","","22700",""
"Bekaa","Zahle","Tell El-Akhdar","تل الاخضر","LB_Beka_Zahl_Tell_El_Akhd","51277","6.69761724","33.7320219","35.82435786","","22700",""
"Bekaa","Zahle","Terbol Zahleh","تربل","LB_Beka_Zahl_Terbol_Zahle","51365","16.71257386","33.81178636","35.99246387","","22700",""
"Bekaa","Zahle","Touaite Zahleh","تويتي","LB_Beka_Zahl_Touaite_Zahl","51145","16.33913215","33.85650902","35.8389924","","22700",""
"Bekaa","Zahle","Zahlé Haouch El-Oumara Aradi","زحلة حوش الامراء أراضي","LB_Beka_Zahl_Zahl__Haouch","51127","14.48215133","33.8041323","35.92046163","","22700",""
"Bekaa","Zahle","Zahlé Mar Antonios","زحلة مار أنطونيوس","LB_Beka_Zahl_Zahl__Mar_An","51123","0.03272483","33.84780593","35.89863931","","22700",""
"Bekaa","Zahle","Zahlé Mar Elias","مار الياس زحلة","LB_Beka_Zahl_Zahl__Mar_El","51135","0.18425729","33.84466321","35.89852975","","22700",""
"Bekaa","Zahle","Zahlé Mar Gerges","زحلة مار جرجس","LB_Beka_Zahl_Zahl__Mar_Ge","51115","0.19363499","33.84466602","35.90268484","","22700",""
"Bekaa","Zahle","Zahlé Saydet En-Najat","زحلة سيدة النجاة","LB_Beka_Zahl_Zahl__Saydet","51129","0.15611457","33.84584219","35.894299","","22700",""
"Bekaa","Zahle","Zahleh Aradi","زحلة أراضي","LB_Beka_Zahl_Zahleh_Aradi","51133","15.31879847","33.84529825","35.87485309","","22700",""
"Bekaa","Zahle","Zahleh El-Berbara","بربارة زحلة","LB_Beka_Zahl_Zahleh_El_Be","51119","0.21406719","33.85159304","35.89812315","","22700",""
"Bekaa","Zahle","Zahleh El-Maallaqa","زحلة معلقة أراضي","LB_Beka_Zahl_Zahleh_El_Ma","51121","0.61667795","33.8436432","35.91585702","","22700",""
"Bekaa","Zahle","Zahleh El-Midane","زحلة","LB_Beka_Zahl_Zahleh_El_Mi","51111","0.30226452","33.84729271","35.90417548","","22700",""
"Bekaa","Zahle","Zahleh Er-Rassiyeh","الراسية","LB_Beka_Zahl_Zahleh_Er_Ra","51117","0.10770562","33.84963838","35.89699694","","22700",""
"Bekaa","Zahle","Zahleh Haouch El-Oumara","تل شيحا","LB_Beka_Zahl_Zahleh_Haouc","51131","1.43214891","33.83270896","35.91304364","","22700",""
"Bekaa","Zahle","Zahleh Haouch Ez-Zaraane","حوش الزراعنة","LB_Beka_Zahl_Zahleh_Haouc","51113","0.24820363","33.84380931","35.91021092","","22700",""
"Bekaa","Zahle","Zahleh Maallaqa Aradi","مدينة الصناعية","LB_Beka_Zahl_Zahleh_Maall","51125","19.84289192","33.82860168","35.94092316","","22700",""
"Bekaa","Zahle","Zebdoul","زبدل","LB_Beka_Zahl_Zebdoul","51214","0.93141304","33.81247112","35.84024667","","22700",""
"El Nabatieh","Bent Jbeil","Aain Ibl","عين ابل","LB_El_N_Bent_Aain_Ibl","72143","11.54649397","33.10865028","35.40363784","","22700",""
"El Nabatieh","Bent Jbeil","Aaintaroun","عيترون","LB_El_N_Bent_Aaintaroun","72151","13.60663241","33.11185467","35.48264287","","22700",""
"El Nabatieh","Bent Jbeil","Aaita Ej-Jabal","عيتا الجبل الزط","LB_El_N_Bent_Aaita_Ej_Jab","72224","4.98278492","33.17439514","35.41005945","","22700",""
"El Nabatieh","Bent Jbeil","Aaynata Bent Jbayl","عيناتا بنت جبيل","LB_El_N_Bent_Aaynata_Bent","72119","4.3680386","33.13014077","35.45000046","","22700",""
"El Nabatieh","Bent Jbeil","Aayta Ech-Chaab","عيتا الشعب","LB_El_N_Bent_Aayta_Ech_Ch","72183","10.95972257","33.09393019","35.34153305","","22700",""
"El Nabatieh","Bent Jbeil","Baraachit","برعشيت","LB_El_N_Bent_Baraachit","72227","6.30253304","33.17869668","35.43873928","","22700",""
"El Nabatieh","Bent Jbeil","Beit Lif","بيت ليف","LB_El_N_Bent_Beit_Lif","72287","4.59537947","33.13287294","35.33559062","","22700",""
"El Nabatieh","Bent Jbeil","Beit Yahoun","بيت ياحون","LB_El_N_Bent_Beit_Yahoun","72237","4.85123539","33.15799611","35.42255213","","22700",""
"El Nabatieh","Bent Jbeil","Bent Jbayl","بنت جبيل","LB_El_N_Bent_Bent_Jbayl","72111","8.00981413","33.12075755","35.43842422","","22700",""
"El Nabatieh","Bent Jbeil","Borj qalaouiyeh","برج قلويه","LB_El_N_Bent_Borj_qalaoui","72264","1.54150486","33.25967974","35.42365055","","22700",""
"El Nabatieh","Bent Jbeil","Chaqra","شقرا","LB_El_N_Bent_Chaqra","72229","16.87559662","33.17633311","35.46863358","","22700",""
"El Nabatieh","Bent Jbeil","Debl","دبل امية","LB_El_N_Bent_Debl","72281","8.47392039","33.12217404","35.37745357","","22700",""
"El Nabatieh","Bent Jbeil","Deir Ntar","دير نطار","LB_El_N_Bent_Deir_Ntar","72244","4.55510937","33.21785244","35.37728332","","22700",""
"El Nabatieh","Bent Jbeil","Froun","فرون","LB_El_N_Bent_Froun","72276","5.2757351","33.29735878","35.42946787","","22700",""
"El Nabatieh","Bent Jbeil","Ghandouriyet Bent Jbayl","غندورية بنت جبيل","LB_El_N_Bent_Ghandouriyet","72274","5.05346774","33.27745318","35.43709405","","22700",""
"El Nabatieh","Bent Jbeil","Haddatha","حداثا","LB_El_N_Bent_Haddatha","72231","6.42430532","33.15629094","35.39220151","","22700",""
"El Nabatieh","Bent Jbeil","Hanine","حنين","LB_El_N_Bent_Hanine","72284","6.17187786","33.10344673","35.37469897","","22700",""
"El Nabatieh","Bent Jbeil","Haris","حاريص","LB_El_N_Bent_Haris","72241","8.0035823","33.1773403","35.3810485","","22700",""
"El Nabatieh","Bent Jbeil","Jmaijmeh","جميجمة","LB_El_N_Bent_Jmaijmeh","72221","5.1387547","33.20873859","35.43813286","","22700",""
"El Nabatieh","Bent Jbeil","Kafra Bant Jbayl","كفرا بنت جبيل","LB_El_N_Bent_Kafra_Bant_J","72257","10.67830492","33.18018617","35.35453449","","22700",""
"El Nabatieh","Bent Jbeil","Kfar Dounine","كفر دونين","LB_El_N_Bent_Kfar_Dounine","72247","7.62083809","33.23194532","35.39938334","","22700",""
"El Nabatieh","Bent Jbeil","Khirbet Selm","خربة سلم","LB_El_N_Bent_Khirbet_Selm","72234","3.78942386","33.23234175","35.41988782","","22700",""
"El Nabatieh","Bent Jbeil","Kounine","كونين","LB_El_N_Bent_Kounine","72251","12.92183232","33.14941212","35.44990373","","22700",""
"El Nabatieh","Bent Jbeil","Maroun Er-Ras","مارون الراس","LB_El_N_Bent_Maroun_Er_Ra","72127","7.52749255","33.10438126","35.44976692","","22700",""
"El Nabatieh","Bent Jbeil","Qalaouiyeh","قلويه","LB_El_N_Bent_Qalaouiyeh","72261","1.75742732","33.25093058","35.42036647","","22700",""
"El Nabatieh","Bent Jbeil","Qaouzah","قوزح","LB_El_N_Bent_Qaouzah","72291","5.40672925","33.12110777","35.34475244","","22700",""
"El Nabatieh","Bent Jbeil","Qatmoun","قطموم","LB_El_N_Bent_Qatmoun","72175","1.73798205","33.06194944","35.3658193","","22700",""
"El Nabatieh","Bent Jbeil","Rachaf","رشاف","LB_El_N_Bent_Rachaf","72271","3.48807421","33.14392119","35.36185633","","22700",""
"El Nabatieh","Bent Jbeil","Ramyet Bent Jbayl","رامية بنت جبيل","LB_El_N_Bent_Ramyet_Bent_","72191","6.11767593","33.11332148","35.31545022","","22700",""
"El Nabatieh","Bent Jbeil","Rmaich","رميش","LB_El_N_Bent_Rmaich","72167","14.90430151","33.0746782","35.36978916","","22700",""
"El Nabatieh","Bent Jbeil","Safad Al-Battikh","صفد البطيخ","LB_El_N_Bent_Safad_Al_Bat","72217","1.6899567","33.19613125","35.43336388","","22700",""
"El Nabatieh","Bent Jbeil","Salhani","الصلحاني","LB_El_N_Bent_Salhani","72135","1.81539508","33.13184565","35.30736827","","22700",""
"El Nabatieh","Bent Jbeil","Soultaniyet Bent Jbayl","سلطانية","LB_El_N_Bent_Soultaniyet_","72214","8.98485095","33.20570841","35.40290408","","22700",""
"El Nabatieh","Bent Jbeil","Srobbine","صربين","LB_El_N_Bent_Srobbine","72267","3.94769535","33.15369488","35.36093463","","22700",""
"El Nabatieh","Bent Jbeil","Tibnine","تبنين","LB_El_N_Bent_Tibnine","72211","7.90177483","33.19157728","35.40607103","","22700",""
"El Nabatieh","Bent Jbeil","Tiri","طيري","LB_El_N_Bent_Tiri","72254","7.61770562","33.14360029","35.40145474","","22700",""
"El Nabatieh","Bent Jbeil","Yaroun","يارون","LB_El_N_Bent_Yaroun","72159","15.38869809","33.08387446","35.41679984","","22700",""
"El Nabatieh","Bent Jbeil","Yater","ياطر","LB_El_N_Bent_Yater","72277","10.02692633","33.1476715","35.32461494","","22700",""
"El Nabatieh","El Nabatieh","Aabba","عبا","LB_El_N_El_N_Aabba","71351","7.41076196","33.35713193","35.39248319","","22700",""
"El Nabatieh","El Nabatieh","Aadchit Ech-Chqif","عدشيت الشقيف","LB_El_N_El_N_Aadchit_Ech_","71347","4.05274495","33.34635453","35.41642555","","22700",""
"El Nabatieh","El Nabatieh","Aain Bou Souar","مزرعة عين بوسوار","LB_El_N_El_N_Aain_Bou_Sou","71216","0.99726716","33.46951738","35.51936541","","22700",""
"El Nabatieh","El Nabatieh","Aain Qana","عين قانا","LB_El_N_El_N_Aain_Qana","71226","5.46291768","33.4676975","35.50040717","","22700",""
"El Nabatieh","El Nabatieh","Aali Et-Taher","علي الطاهر","LB_El_N_El_N_Aali_Et_Tahe","71115","1.44240967","33.36516945","35.5176766","","22700",""
"El Nabatieh","El Nabatieh","Aarab Salim","عرب صاليم","LB_El_N_El_N_Aarab_Salim","71256","6.27398566","33.42360507","35.50380053","","22700",""
"El Nabatieh","El Nabatieh","Aazzi","عزه","LB_El_N_El_N_Aazzi","71271","4.47889622","33.4520654","35.43521307","","22700",""
"El Nabatieh","El Nabatieh","Ansar","إنصار","LB_El_N_El_N_Ansar","71361","16.15185007","33.37895061","35.33968759","","22700",""
"El Nabatieh","El Nabatieh","Arnoun","أرنون","LB_El_N_El_N_Arnoun","71377","5.8678974","33.33380892","35.52708841","","22700",""
"El Nabatieh","El Nabatieh","Bfaroueh","كفروة أو بفروة","LB_El_N_El_N_Bfaroueh","71276","4.53574533","33.44174726","35.42380713","","22700",""
"El Nabatieh","El Nabatieh","Braiqeaa","بريقع","LB_El_N_El_N_Braiqeaa","71387","5.54292843","33.34082474","35.37751111","","22700",""
"El Nabatieh","El Nabatieh","Charqiyeh","شرقية","LB_El_N_El_N_Charqiyeh","71321","5.314289","33.40823079","35.42508874","","22700",""
"El Nabatieh","El Nabatieh","Choukine","شوكين","LB_El_N_El_N_Choukine","71144","2.51515949","33.35100815","35.45819986","","22700",""
"El Nabatieh","El Nabatieh","Deir Ez-Zahrani","دير الزهراني","LB_El_N_El_N_Deir_Ez_Zahr","71311","12.08698073","33.42813976","35.44780283","","22700",""
"El Nabatieh","El Nabatieh","Douair En-Nabatiyeh","الدوير النبطية","LB_El_N_El_N_Douair_En_Na","71334","9.42968206","33.38299728","35.41426841","","22700",""
"El Nabatieh","El Nabatieh","Habbouch En-Nabatiyeh","حبوش","LB_El_N_El_N_Habbouch_En_","71155","8.60481867","33.4068379","35.48646515","","22700",""
"El Nabatieh","El Nabatieh","Hamra En-Nabattiyeh","الحمرا النبطية","LB_El_N_El_N_Hamra_En_Nab","71371","3.97432328","33.32563706","35.49380944","","22700",""
"El Nabatieh","El Nabatieh","Harouf En-Nabatiyeh","حروف","LB_El_N_El_N_Harouf_En_Na","71331","6.6205436","33.36914739","35.44464353","","22700",""
"El Nabatieh","El Nabatieh","Hmaileh","حميلة","LB_El_N_El_N_Hmaileh","71251","2.88256816","33.44617043","35.4673848","","22700",""
"El Nabatieh","El Nabatieh","Houmine El-Faouqa","حومين الفوقا","LB_El_N_El_N_Houmine_El_F","71246","7.72988177","33.44123037","35.49038912","","22700",""
"El Nabatieh","El Nabatieh","Houmine Et-Tahta","حومين التحتا","LB_El_N_El_N_Houmine_Et_T","71266","4.65774689","33.47874468","35.43601072","","22700",""
"El Nabatieh","El Nabatieh","Jarjouaa","جرجوع","LB_El_N_El_N_Jarjouaa","71231","5.93141412","33.44907692","35.52520147","","22700",""
"El Nabatieh","El Nabatieh","Jbaa En-Nabatiyeh","جباع النبطية","LB_El_N_El_N_Jbaa_En_Naba","71211","11.55949346","33.48879983","35.52275496","","22700",""
"El Nabatieh","El Nabatieh","Jibchit","جبشيت","LB_El_N_El_N_Jibchit","71337","6.57884883","33.36138589","35.42805324","","22700",""
"El Nabatieh","El Nabatieh","Kfar Djal En-Nabatiyeh","كفردجال","LB_El_N_El_N_Kfar_Djal_En","71354","1.77363453","33.34347175","35.43986854","","22700",""
"El Nabatieh","El Nabatieh","Kfar Roummane","كفر رمان","LB_El_N_El_N_Kfar_Roumman","71133","14.08967926","33.39841848","35.51796377","","22700",""
"El Nabatieh","El Nabatieh","Kfar Sir","كفرصير","LB_El_N_El_N_Kfar_Sir","71391","9.30439062","33.31613862","35.39678815","","22700",""
"El Nabatieh","El Nabatieh","Kfar Tibnit","كفر تبنيت","LB_El_N_El_N_Kfar_Tibnit","71166","7.73033073","33.35094617","35.51920784","","22700",""
"El Nabatieh","El Nabatieh","Kfarfila","كفرفيلا","LB_El_N_El_N_Kfarfila","71221","4.64032721","33.48113","35.49763654","","22700",""
"El Nabatieh","El Nabatieh","Kfour En-Nabatieh","الكفور النبطية","LB_El_N_El_N_Kfour_En_Nab","71177","6.84621804","33.40426179","35.45161563","","22700",""
"El Nabatieh","El Nabatieh","Mayfadoun","ميفدون","LB_El_N_El_N_Mayfadoun","71344","6.34147049","33.34467741","35.47487465","","22700",""
"El Nabatieh","El Nabatieh","Mazraat Bsaffour","مزرعة بصفُور","LB_El_N_El_N_Mazraat_Bsaf","71386","2.47944235","33.391866","35.38100244","","22700",""
"El Nabatieh","El Nabatieh","Mazraat Chalbaal","مزرعة شلبعل","LB_El_N_El_N_Mazraat_Chal","71341","2.86718197","33.38565593","35.39112498","","22700",""
"El Nabatieh","El Nabatieh","Mazraat Dmoul","مزرعة دمول","LB_El_N_El_N_Mazraat_Dmou","71357","2.88792969","33.37005319","35.3798966","","22700",""
"El Nabatieh","El Nabatieh","Mazraat El-Bayad En-Nabatieh","مزرعة البياض","LB_El_N_El_N_Mazraat_El_B","71314","2.28649935","33.4275361","35.48088171","","22700",""
"El Nabatieh","El Nabatieh","Mazraat Kfarjaouz","مزرعة كفر جوز","LB_El_N_El_N_Mazraat_Kfar","71117","1.52438932","33.39477931","35.47470916","","22700",""
"El Nabatieh","El Nabatieh","Mazraat Qalaat El-Meis","مزرعة قلعة ميس","LB_El_N_El_N_Mazraat_Qala","71384","2.44298345","33.35787073","35.35959685","","22700",""
"El Nabatieh","El Nabatieh","Mzaraat El-Khreibeh","مزرعة الخريبة","LB_El_N_El_N_Mzaraat_El_K","71241","1.39976896","33.47231032","35.45958684","","22700",""
"El Nabatieh","El Nabatieh","Nabatieh Et-Tahta","نبطية التحتا","LB_El_N_El_N_Nabatieh_Et_","71111","6.96646226","33.37893488","35.4832614","","22700",""
"El Nabatieh","El Nabatieh","Nabatiyeh El-Faouka","نبطية الفوقا","LB_El_N_El_N_Nabatiyeh_El","71113","8.68809809","33.35485982","35.49267998","","22700",""
"El Nabatieh","El Nabatieh","Nmairiyeh","نميرية","LB_El_N_El_N_Nmairiyeh","71327","6.92714802","33.41831725","35.40908154","","22700",""
"El Nabatieh","El Nabatieh","Qaaqaaiyet Ej-Jisr","قعقعية الجسر","LB_El_N_El_N_Qaaqaaiyet_E","71381","8.24486975","33.32554985","35.42636543","","22700",""
"El Nabatieh","El Nabatieh","Qsaibet En-Nabatiyeh","قصيبة النبطية","LB_El_N_El_N_Qsaibet_En_N","71374","4.75887919","33.33496211","35.4033509","","22700",""
"El Nabatieh","El Nabatieh","Roumine","رومين","LB_El_N_El_N_Roumine","71261","5.44005498","33.45951339","35.4529906","","22700",""
"El Nabatieh","El Nabatieh","Sarba En-Nabatieh","صربا النبطية","LB_El_N_El_N_Sarba_En_Nab","71236","6.40544238","33.47066113","35.47563015","","22700",""
"El Nabatieh","El Nabatieh","Sir El-Gharbiyeh","صير الغربية","LB_El_N_El_N_Sir_El_Gharb","71397","6.23635888","33.32227119","35.36011536","","22700",""
"El Nabatieh","El Nabatieh","Toul","تول","LB_El_N_El_N_Toul","71324","3.05569363","33.39102058","35.44985458","","22700",""
"El Nabatieh","El Nabatieh","Yohmor En-Nabatiyeh","يحمر","LB_El_N_El_N_Yohmor_En_Na","71394","11.66084374","33.31443876","35.51333432","","22700",""
"El Nabatieh","El Nabatieh","Zaoutar Ech-Charqiyeh","زوطر الشرقية","LB_El_N_El_N_Zaoutar_Ech_","71367","4.18775522","33.32021833","35.47518275","","22700",""
"El Nabatieh","El Nabatieh","Zaoutar El-Gharbiyeh","زوطر الغربية","LB_El_N_El_N_Zaoutar_El_G","71364","5.84065135","33.32444272","35.45348927","","22700",""
"El Nabatieh","El Nabatieh","Zefta","زفتا","LB_El_N_El_N_Zefta","71281","4.61800525","33.44368638","35.40064722","","22700",""
"El Nabatieh","El Nabatieh","Zibdine En-Nabatiyeh","زبدين النبطية","LB_El_N_El_N_Zibdine_En_N","71122","4.24128334","33.3728811","35.46248964","","22700",""
"El Nabatieh","Hasbaya","Aain Jarfa","عين جرفا","LB_El_N_Hasb_Aain_Jarfa","74114","3.2260962","33.38202016","35.68403958","","22700",""
"El Nabatieh","Hasbaya","Aain Qinia","عين قنيا","LB_El_N_Hasb_Aain_Qinia","74126","3.71594354","33.39785601","35.70263292","","22700",""
"El Nabatieh","Hasbaya","Abou Qamha","أبو قمحة","LB_El_N_Hasb_Abou_Qamha","74112","2.12677268","33.38174567","35.6573549","","22700",""
"El Nabatieh","Hasbaya","Bourghos","برغز","LB_El_N_Hasb_Bourghos","74155","5.46721111","33.40960483","35.62493215","","22700",""
"El Nabatieh","Hasbaya","Chebaa","شبعا","LB_El_N_Hasb_Chebaa","74130","29.1643557","33.35408123","35.7488426","","22700",""
"El Nabatieh","Hasbaya","Chouaya Hasbaiya","شويّا","LB_El_N_Hasb_Chouaya_Hasb","74124","9.05364914","33.38762775","35.73653516","","22700",""
"El Nabatieh","Hasbaya","Dellafeh","دلافة","LB_El_N_Hasb_Dellafeh","74179","3.79918088","33.42535907","35.64380286","","22700",""
"El Nabatieh","Hasbaya","Fardis Hasbaiya","الفرديس","LB_El_N_Hasb_Fardis_Hasba","74116","4.51331306","33.36740924","35.65647695","","22700",""
"El Nabatieh","Hasbaya","Hasbaiya","حاصبيّا","LB_El_N_Hasb_Hasbaiya","74111","21.87910585","33.41981512","35.67206856","","22700",""
"El Nabatieh","Hasbaya","Hebbariyeh","هبّارية","LB_El_N_Hasb_Hebbariyeh","74122","16.894331","33.36088606","35.69955282","","22700",""
"El Nabatieh","Hasbaya","Kaoukaba Hasbaiya","كوكبا حاصبيّا","LB_El_N_Hasb_Kaoukaba_Has","74133","10.48996917","33.39252712","35.63399173","","22700",""
"El Nabatieh","Hasbaya","Kfar Chouba","كفر شوبا","LB_El_N_Hasb_Kfar_Chouba","74160","23.27944061","33.32106953","35.68472076","","22700",""
